speed_Kmph,fatigue,traffic,visibility,brakes_event,school_hours,weather,overspeeding,visibility_risk,rush_hours,fatigue_speed_risk,harsh_brake,weather_risk,accident_risk
50.046364453562916,1.6823657910849188,15.647311856929047,325.0744351529861,3,8,clear,1,0.0030667844277053632,1,84.19629152484254,0,1.0,1
44.254673966712886,1.8993474366102003,7.887647682409015,235.01752945590238,7,7,clear,0,0.004236973424411853,0,84.05500155669628,0,1.0,1
50.754583428327834,4.607121713482755,43.607434620145305,76.33102341842208,2,6,fog,1,0.01293142073898606,0,233.83254337142117,0,2.0,1
56.223295970390424,2.862798621119409,22.687379932126706,726.1537188730714,7,6,clear,1,0.0013752250370798907,0,160.95597417882212,0,1.0,1
48.30172008301597,2.4746298123314636,19.250346932122177,647.3469801938719,0,6,clear,0,0.0015423839865822697,0,119.5288765043207,0,1.0,1
52.111485676722126,6.452376445533316,8.853047020851129,755.736923130376,3,6,clear,1,0.0013214632052884685,0,336.2429227222286,0,1.0,1
60.68756808892659,6.509717452185445,23.247324299986392,542.475155258752,6,9,Rainy,1,0.001840010514416052,1,395.0589211191779,0,,1
64.35283776414775,8.245170697999292,56.0910175042986,218.88983003195796,2,9,clear,1,0.00454773192491287,1,530.6001322660533,0,1.0,1
49.887321213740734,4.177085669729759,18.11551862212793,481.72913756441574,1,6,clear,0,0.002071555085830217,0,208.3836145431218,0,1.0,1
49.69833316639978,0.7308509102615024,47.2931108914474,777.7223316050946,2,8,clear,0,0.0012841547743196347,1,36.32207203314269,0,1.0,1
46.882645746869706,2.736663849214577,44.36546488869706,592.4946968447047,6,5,clear,0,0.0016849350218569223,0,128.30204177099188,0,1.0,1
40.09478418615853,9.80005463196817,5.809680473791749,475.30836078532366,3,5,clear,0,0.0020994802576029285,0,392.931075481327,0,1.0,1
49.51405254408574,5.962585752327021,8.779398723577946,603.3476382085927,2,9,fog,0,0.0016546767733951937,1,295.2317842393371,0,2.0,1
27.073462206756133,7.097370848010202,23.355573839878883,575.0721313654278,6,8,Rainy,0,0.0017358937284984823,1,192.15040142093693,0,,1
27.614140167624143,0.07357829625414536,10.845755067552059,576.7137553190413,3,8,fog,0,0.0017309610352755959,1,2.0318013860569444,0,2.0,1
32.029196499391695,5.182057321825209,0.14009513802736395,462.544877130339,1,7,clear,0,0.0021572884295274417,0,165.97713223185107,0,1.0,1
30.311708134182705,0.3752865753180312,8.301522665086713,776.2270630754961,3,9,clear,0,0.0012866252958858497,1,11.375577137717137,0,1.0,1
45.06296017385325,5.69230212091448,26.93093151911153,506.4741318053184,4,8,clear,0,0.001970543791941751,1,256.5119837723096,0,1.0,1
38.37279252533213,9.207708496360754,30.670067084341024,376.0625378052706,5,8,clear,0,0.002652079959522359,1,353.32548776458907,0,1.0,1
37.14964339704635,9.684191305004079,4.9553395582397535,436.5176992753594,5,5,fog,0,0.00228562181977153,0,359.76425356967843,0,2.0,1
63.7710814046276,5.405526753889242,7.049342348798234,509.98756126987314,1,8,fog,1,0.0019569947994719575,1,344.7162866571632,0,2.0,1
35.435759858291036,4.582048052522159,32.67505383908349,742.5424047022956,2,8,Rainy,0,0.0013449132069345616,1,162.36835444832536,0,,1
40.80251830821524,9.45017094248494,30.648745030266923,641.0757483253991,7,6,clear,0,0.0015574486384326224,0,385.5907728965054,0,1.0,1
24.89622552590431,6.736098319966951,14.68328595154885,682.1428687790399,3,5,Rainy,0,0.0014638226434058649,0,167.70342293856234,0,,1
57.555966056321815,0.6489927953840946,44.27128877597677,293.6970459947527,3,5,clear,1,0.003393315316834922,0,37.353407301924356,0,1.0,1
129.81536974938788,4.657255776674976,55.67188748165886,681.2047374622305,2,6,Rainy,1,0.001465835613689745,0,604.5833806665347,0,,1
41.50674762936418,2.402450184643039,31.481031291600726,480.4013960016833,2,5,clear,0,0.0020772685918769196,0,99.717893506098,0,1.0,1
50.79320716773144,4.698043214486816,18.88506636138974,503.2468035642764,2,7,clear,1,0.001983155853307318,0,238.62868227638378,0,1.0,1
31.429327970474656,4.554655720063617,7.671728374682801,839.7670145744199,4,7,clear,0,0.0011893901433635342,0,143.14976841847783,0,1.0,1
44.11672848661379,5.821448028147421,32.161687170279286,776.4374107693957,6,9,Rainy,0,0.0012862771795485682,1,256.82324205671296,0,,1
44.03806627926227,3.5677049034925123,18.4815562175917,319.233751712442,10,5,clear,0,0.003122718934692315,0,157.11482500485224,1,1.0,1
69.02248441343829,1.6427044945592806,67.73708588705999,160.78173848526703,3,5,clear,1,0.0061811673515368174,0,113.38354537160298,0,1.0,1
59.77943438486114,5.037194345899563,20.892026524268356,617.0527802806765,3,7,fog,1,0.0016179847933794095,0,301.12062888449645,0,2.0,1
33.73160465098222,8.30202884345762,31.09134494532355,330.4823005948741,2,9,clear,0,0.0030167523219351744,1,280.0407547485636,0,1.0,1
65.55504561236356,6.640122280676023,61.16040242594185,607.8593176516374,2,9,clear,1,0.0016424155318128123,1,435.2935189813882,0,1.0,1
35.55329285755196,3.3836786592521584,8.598668655454931,531.5406649648692,6,7,clear,0,0.0018777908726763024,0,120.30091830824075,0,1.0,1
42.9416361624469,9.355230227588573,34.27692355691093,702.9523038748439,1,7,clear,0,0.0014205507880229774,0,401.72889264903375,0,1.0,1
30.48426994451116,9.12207571249182,13.20196012091251,371.05490386922787,4,6,clear,0,0.002687775351434384,0,278.07981847386964,0,1.0,1
26.302662976746333,2.0934839938409877,24.133343673170955,1026.5790722662057,6,9,clear,0,0.0009731611191678094,1,55.0642039372124,0,1.0,1
50.97697991943122,0.39417585120362975,22.945976007375155,1128.808875372902,2,9,clear,1,0.0008851054561506629,1,20.093894451532144,0,1.0,1
58.839736946538025,7.413087083507622,43.794634936461016,646.8671539647299,3,6,clear,1,0.0015435263138134647,0,436.18409395536725,0,1.0,1
47.82565586393706,8.276102613491533,22.333022610342084,535.4781672495023,1,7,clear,0,0.0018640087538453834,0,395.81003548747617,0,1.0,1
48.76134423056577,9.678645659513553,11.107871065297601,618.3176569418818,5,6,clear,0,0.0016146802675348919,0,471.9437726892116,0,1.0,1
44.21949463674879,8.898363940883108,8.815161957704735,600.674689160999,1,6,fog,0,0.0016620277003748369,0,393.48115655971947,0,2.0,1
28.228893286640243,6.005347682064148,12.009451783470295,341.33000558515994,3,8,fog,0,0.002921157899351111,1,169.52431886616117,0,2.0,1
37.274208562057375,5.300523392123808,28.16046541306785,451.02063119500497,3,9,Rainy,0,0.0022122884023154086,1,197.57281440608665,0,,1
43.547435146149176,0.2784105126258629,26.349311259693604,374.8161367699345,4,7,Rainy,0,0.0026608756308199076,0,12.124063742580912,0,,1
62.35564331542192,2.4665644684477783,42.939922377590555,611.0295214136886,2,8,Rainy,1,0.0016339081122919736,1,153.80421420902294,0,,1
46.01938817866334,4.596147517329264,12.992485927398713,388.77242227062743,2,8,Rainy,0,0.0025655996752527513,1,211.5118967263752,0,,1
25.5047712023551,6.2850390008356785,12.278898347375403,127.13799353261786,4,8,Rainy,0,0.007804086613432474,1,160.2984817141925,0,,1
65.72672867282408,5.572518333184107,2.917955534997087,655.6213019867675,0,7,clear,1,0.0015229478498097102,0,366.2634005095297,0,1.0,1
43.30737708253943,7.426359896816905,35.40518461509781,613.8500344381754,3,6,fog,0,0.001626412855150539,0,321.6161684020983,0,2.0,1
42.50805594184926,2.7976693088704083,42.07839140889071,818.631089253322,3,7,clear,0,0.0012200610898141905,0,118.92348348825807,0,1.0,1
52.8039904832607,5.649526076524732,21.484838150671155,537.6283148864258,7,9,clear,1,0.0018565678267598285,1,298.3175211797451,0,1.0,1
39.46198903295549,0.8814224339079213,0.4326475596380918,343.0449125400574,3,9,Rainy,0,0.002906597259692277,1,34.78268242027533,0,,1
58.92313845107714,4.13665523583207,10.004715208234309,73.29993497214087,2,6,fog,1,0.013458961981258193,0,243.74470918530622,0,2.0,1
39.11586517246292,7.50160832954601,25.524153371493576,511.9757330510677,2,7,clear,0,0.001949409953668214,0,293.4318999951465,0,1.0,1
29.140730429520513,6.93400853429044,17.83643841326337,611.9557964616919,1,6,clear,0,0.0016314390136654778,0,202.06207349375237,0,1.0,1
47.00166151331177,9.90642737172179,37.030950868240026,788.9075912927024,1,6,clear,0,0.0012659708692803883,0,465.6185461318743,0,1.0,1
66.87441134151562,2.7789112598775603,16.978343782044334,625.1832347660358,3,7,fog,1,0.001596976642745211,0,185.8380546746214,0,2.0,1
42.13659968065185,4.981892991739791,32.17685232877893,811.6805402196468,2,9,Rainy,0,0.0012304958104813553,1,209.92003064478456,0,,1
50.473159674255946,3.295304137739967,34.72472737170092,381.8250139523798,3,7,clear,1,0.0026121595077493857,0,166.32441191938568,0,1.0,1
19.511495233087576,4.406031140591748,6.298593533315214,884.5025332390394,6,9,Rainy,0,0.001129302246422882,1,85.9682555964913,0,,1
30.98587247907524,8.569501298693881,16.902426194539938,779.1927640934946,2,5,clear,0,0.0012817345225726354,0,265.53347445059825,0,1.0,1
64.40728758087296,6.842090751884866,9.485506537082141,401.18077198787915,3,5,clear,1,0.0024864440809968355,0,440.6805067110799,0,1.0,1
62.4821811030579,8.824411913475817,28.277217264477542,942.1918287056608,2,5,Rainy,1,0.0010602297110358736,0,551.3685033057777,0,,1
34.25750429164716,2.0351110833188644,30.18762164161543,675.8759486550467,3,8,clear,0,0.0014773755840889326,1,69.7178266707747,0,1.0,1
54.19784364085087,8.73361117841438,22.82766454665076,664.5397897405941,1,9,clear,1,0.001502539766089369,1,473.3428930676899,0,1.0,1
48.06561328537488,0.5976227417838442,40.354288640723475,342.3367656502754,1,9,clear,0,0.0029125922419232114,1,28.725103597127703,0,1.0,1
26.13106681190637,8.885992804371524,15.423950123553649,815.414321447015,1,7,Rainy,0,0.0012248682730449868,0,232.20047166115154,0,,1
43.231859874419754,3.290737794607279,8.295187174005328,265.7519776382213,1,9,clear,0,0.0037488006981385388,1,142.264715219919,0,1.0,1
54.269965127917665,3.145876334140665,31.536615635370026,798.338622213957,3,7,clear,1,0.0012510342578346382,0,170.72659895055534,0,1.0,1
57.23729212471981,5.120885766986639,28.9611156212011,739.4020903891653,6,8,clear,1,0.0013506174725606008,1,293.1056345823341,0,1.0,1
60.30861076962011,9.406901877232318,24.041505121040384,246.8368713598691,5,7,clear,1,0.004034912136007236,0,567.3171838620126,0,1.0,1
26.51741679197828,0.4778136468140537,3.1722902256551855,828.7249171110426,3,5,Rainy,0,0.001205218716923466,0,12.670383621463367,0,,1
59.65529756564497,3.522309750707453,24.858879339988817,601.6948238711436,3,7,fog,1,0.0016592145151951734,0,210.12443629682588,0,2.0,1
37.98601293442927,8.565719886833357,2.7639525649782843,816.6451836154803,4,7,clear,0,0.0012230243876423016,0,325.3775464139499,0,1.0,1
34.429868560593285,3.960544774354667,3.400605457513488,126.70420921185405,2,7,Rainy,0,0.007830595453130732,0,136.36103600937577,0,,1
41.29135444954771,1.99156897597067,17.17375698275176,1000.9227131798814,3,9,Rainy,0,0.000998080976551795,1,82.2345804975277,0,,1
19.926004205958517,4.247941813314117,6.085032694125453,368.06632715192666,5,6,clear,0,0.002709540064835957,0,84.64450643876415,0,1.0,1
49.5474865856828,3.855525014916693,45.858395070113346,685.0054869248811,6,6,fog,0,0.0014577142880921328,0,191.0315739573493,0,2.0,1
41.557706804807886,9.154162014667035,15.613471704857496,436.02352459580294,1,6,clear,0,0.0022882063406652682,0,380.4259810492421,0,1.0,1
55.39434961225287,7.619343757430971,41.981057770547324,539.6818595917406,4,9,clear,1,0.0018495164619635703,1,422.0685919150676,0,1.0,1
48.53970827339112,5.0511555574400635,25.738060242504687,771.994937147448,3,5,fog,0,0.0012936695338397165,0,245.18161720165898,0,2.0,1
34.0058870662317,9.883705667215711,23.943057732803496,745.7359029943334,4,6,clear,0,0.0013391615375531079,0,336.10417871521173,0,1.0,1
32.014037564279896,4.652775312759233,8.327362851324581,308.2638352774719,2,6,Rainy,0,0.0032334850892048166,0,148.95412364082821,0,,1
60.35769639972536,0.5823783082027523,56.85121438796743,778.6780789716117,5,8,clear,1,0.001282580627788062,1,35.15101311628741,0,1.0,1
65.30320441805326,2.622743218149849,34.61647747366122,789.2573951117812,1,8,clear,1,0.0012654104930692246,1,171.27353651090243,0,1.0,1
29.774590732845866,4.360704802193126,24.75233398888149,342.36319217396743,4,5,clear,0,0.0029123680778612485,0,129.83820079205591,0,1.0,1
58.04607534670415,1.569026241461201,21.18946982850435,943.8547849161738,5,7,clear,1,0.001058363693515844,0,91.0758154328129,0,1.0,1
41.65368221739047,9.47565126324043,4.174171687926543,225.53622853421456,1,7,Rainy,0,0.004414304972191088,0,394.6957665218314,0,,1
45.295009033398124,7.668488978177731,30.51577516942138,484.79667502578263,1,8,clear,0,0.0020584743605890823,1,347.34427753907426,0,1.0,1
30.01106243222802,2.6828720042777263,0.23287529070658058,701.0144005208489,4,8,Rainy,0,0.0014244722035019015,1,80.51583921805556,0,,1
41.89954871354532,5.908045335179159,19.91456122481247,334.56852734796524,1,5,clear,0,0.0029800172498389804,0,247.54443332317337,0,1.0,1
37.208462746959135,7.214491571095721,7.17386241290779,613.6536729830937,4,5,Rainy,0,0.0016269324400954252,0,268.4401408613658,0,,1
17.901435098833492,9.41278928906798,11.23092187524756,666.6588874710276,3,9,fog,0,0.0014977708209469376,1,168.5024365572455,0,2.0,1
54.46537075628669,8.816353491754107,53.34446651652839,491.3707345930309,4,7,clear,1,0.0020309899223124018,0,480.18596164687017,0,1.0,1
49.6283168911025,5.151922261382137,23.047534600030005,831.9657343294898,5,9,fog,0,0.0012005295761715424,1,255.6812305861981,0,2.0,1
31.352225410604277,7.746526197930176,25.6303896113687,541.2646128397998,4,6,clear,0,0.001844118123001008,0,242.87083550665818,0,1.0,1
46.90346456898182,5.62144753827585,23.816837621351144,669.7329691310639,3,5,clear,0,0.0014909062861417149,0,263.6653654379114,0,1.0,1
28.347268829442037,5.527038900455401,14.055710658104672,805.3638285498595,5,7,clear,0,0.0012401349919159569,0,156.676457541993,0,1.0,1
42.28613445154103,1.147419583381919,39.34401292943027,807.9141670127772,6,7,clear,0,0.0012362251037002848,0,48.51993877521902,0,1.0,1
40.222098009336236,1.2613765801615207,35.79629439769309,766.6240954788344,4,9,clear,0,0.0013027209618481457,1,50.735212433938045,0,1.0,1
42.109935475548916,5.295336150224575,33.09000688572193,385.7146381580911,2,8,fog,0,0.0025858860806587686,1,222.98626360729844,0,2.0,1
47.89481205870403,2.688615449790066,14.189113626417157,647.7139376340957,1,8,Rainy,0,0.001541511507594655,1,128.7707316658232,0,,1
47.72943277286736,0.21036902460468632,26.012942538942767,461.8095845198023,1,5,clear,0,0.002160715839620242,0,10.040794217363056,0,1.0,1
59.559127075031455,7.228392039002123,13.335123770201259,300.8637531441227,1,8,Rainy,1,0.0033127528217094587,1,430.51671999907313,0,,1
52.05179774532742,0.3248659669016496,23.106662182492073,557.3389712354204,2,6,clear,1,0.0017910266908063555,0,16.909857603504896,0,1.0,1
42.6748228307366,5.952768411040545,20.663706793626876,394.3437679919424,2,7,clear,0,0.002529444197588518,0,254.03333729356072,0,1.0,1
42.06757937298641,5.391937941273143,34.985083399576936,698.3576987213297,3,8,Rainy,0,0.001429883451384534,1,226.82577731872487,0,,1
19.38809745682382,9.688146905778044,17.372285270999505,825.5634767525177,5,5,clear,0,0.001209828438015307,0,187.83473638525086,0,1.0,1
34.6667094834612,4.842131393476416,14.373513249113252,85.87596236002888,4,6,Rainy,0,0.011510663857233932,0,167.86076229839406,0,,1
42.42718323762311,0.6360143637779736,0.7511497352426687,317.8502578323566,2,9,clear,0,0.0031362684377246913,1,26.98429795376837,0,1.0,1
67.51118701112793,5.516879678064617,58.17937485931692,305.75081420822005,4,9,Rainy,1,0.0032599750471117178,1,372.4510956637116,0,,1
31.199032160562666,8.410961706161014,5.4373260954643134,598.5937796162748,3,6,Rainy,0,0.001667795821097369,0,262.41386477177855,0,,1
52.72869762476164,9.968492842814399,32.79102603226949,748.6907533644262,1,5,clear,1,0.0013338833319101883,0,525.625644883361,0,1.0,1
31.878891725818495,4.303431736890725,0.7960446312358623,541.5014483363399,2,9,clear,0,0.0018433130511755248,1,137.18863438979045,0,1.0,1
41.31371859894007,3.202987424967425,16.505098097369366,516.0088802723636,1,7,clear,0,0.0019342027538737702,0,132.32732115104787,0,1.0,1
63.24621433172587,9.06653296951999,62.3582565901606,760.6692531237586,3,7,clear,1,0.0013129058261165186,0,573.4238874359203,0,1.0,1
47.553572806992285,1.9124212907612137,4.788340491287939,119.40152734495607,4,5,clear,0,0.008305542479830449,0,90.94246508785554,0,1.0,1
61.392801201772826,6.154289150329266,26.011709451266558,830.2746743235692,7,5,clear,1,0.001202971810507432,0,377.82905034439204,0,1.0,1
26.37734159660768,4.057144241809477,8.101799157541402,458.36153681308787,4,7,Rainy,0,0.0021769345490649894,0,107.01667957291845,0,,1
58.92906894159877,0.41082364955555284,53.33600042136928,630.9577823090541,2,5,clear,1,0.001582384184503891,0,24.209455167498387,0,1.0,1
30.307535175626775,3.4728847430569774,26.34755589998534,504.87953659496446,2,6,clear,0,0.001976755191030105,0,105.2545765110969,0,1.0,1
54.327418543820706,2.6522852250267457,12.913560038503809,1030.6763074842058,3,5,clear,1,0.0009692962732066125,0,144.0918095176197,0,1.0,1
66.40821411403775,6.860911539434868,5.391535945889935,303.98542770893835,3,7,clear,1,0.003278845181266648,0,455.62088252826305,0,1.0,1
20.45547178385636,9.487904976919182,12.82841172429018,547.4975257946846,1,8,fog,0,0.001823162280542945,1,194.07957254328068,0,2.0,1
38.347368109391795,2.6804718737863773,12.898854815086569,720.6640738500328,3,5,Rainy,0,0.0013856862718204365,0,102.78904165095739,0,,1
27.434774990891214,8.114659391516817,18.43848403116758,208.6583440976173,3,9,clear,0,0.004769664686154338,1,222.62385453398608,0,1.0,1
34.6286803436928,0.5535981693840952,1.1122647655897346,369.9628352451148,3,6,Rainy,0,0.0026956878290496328,0,19.170374046455336,0,,1
25.965461512413462,5.381210100398132,3.4637727067864934,567.0433647688935,3,6,Rainy,0,0.0017604289778243366,0,139.72560375209827,0,,1
50.395551531762145,0.7055006370989458,34.590107226664394,391.8991712811744,3,6,Rainy,1,0.002545182258183894,0,35.55409371261095,0,,1
34.310277407666064,9.340329911306393,7.286496096676526,454.58704807789627,5,9,clear,0,0.002194970213088718,1,320.4693103360433,0,1.0,1
65.59317666672581,7.663512805573902,56.25189992348998,520.9957773810127,3,9,fog,1,0.0019157243091452918,1,502.6741493437245,0,2.0,1
32.380365525551824,6.579499112045923,1.8971943605207473,798.1930597905348,2,6,Rainy,0,0.0012512621171436296,0,213.04658622309063,0,,1
59.971539810111395,8.238963816246642,12.922786308986828,639.81964201642,4,6,clear,1,0.0015605014803437886,0,494.10334650010276,0,1.0,1
21.128313703496644,6.475197955701631,21.09789418183409,828.2926315555234,3,6,clear,0,0.0012058469615535796,0,136.81001370030424,0,1.0,1
36.997978803252785,9.68944397174291,16.02294046370148,311.47432322319185,1,5,clear,0,0.0032002629518001306,0,358.48984268184967,0,1.0,1
59.320854306937996,7.139579478647715,41.70052370991179,386.43631220029647,1,9,clear,1,0.002581069374527344,1,423.5259540656654,0,1.0,1
31.729130718801443,9.246586095822467,5.795739754679001,1077.9281522789036,4,7,fog,0,0.0009268457754928425,0,293.38613893700295,0,2.0,1
48.432384039851506,5.17131892010638,29.537396786717984,444.4712553313028,3,5,Rainy,0,0.0022448137518015316,0,250.45930393114236,0,,1
39.07557002347699,1.1706441298186265,28.373008519040784,381.20517274346133,2,7,clear,0,0.0026163957772261932,0,45.74358666730003,0,1.0,1
28.185780915631476,5.281777214230171,8.863769561618282,149.97032273475384,5,5,clear,0,0.006623818389505217,0,148.87101540546595,0,1.0,1
41.174758180604556,1.268728280630933,34.129638142208265,889.1241643585399,7,5,clear,0,0.0011234387740957927,0,52.239580151872865,0,1.0,1
36.44623830632024,5.92493479176405,21.99230086322353,570.1244563896676,1,7,clear,0,0.0017509318482375033,0,215.94158537004046,0,1.0,1
52.10134497039259,4.824930605276629,20.273832159870082,465.900163563334,4,6,clear,1,0.002141785499426907,0,251.38537392372277,0,1.0,1
26.114571100527872,6.225753978327817,14.562591929628445,434.6301362468211,2,7,Rainy,0,0.0022955253018432497,0,162.58289492143604,0,,1
36.16944608864345,0.10046981054831594,20.86112037737397,802.532528657838,3,8,Rainy,0,0.0012445046893998515,1,3.633937396163534,0,,1
54.89125076731086,1.948404916553641,9.086439262099201,470.5006827058122,2,9,fog,1,0.0021208877031975355,1,106.95038287080729,0,2.0,1
52.82714201387421,4.913304319121309,21.275200096546335,1112.3266612404884,0,8,Rainy,1,0.0008982089756889341,1,259.5558250236029,0,,1
50.02954527290303,9.505035615891348,17.181676151420938,508.33822262917306,3,5,fog,1,0.0019633319385261535,0,475.53260966579194,0,2.0,1
49.33632332437028,3.836090403551584,19.779066342784084,809.9112927606283,4,7,Rainy,0,0.0012331805080622901,0,189.25859645113502,0,,1
44.38320978714571,4.243720260536347,33.780530919959126,795.1533640331995,0,6,Rainy,0,0.0012560394079529382,0,188.34992660134532,0,,1
50.90136273170176,7.146960890066222,24.56186251043881,666.9073071842099,0,6,Rainy,1,0.0014972137439487518,0,363.7900486945468,0,,1
42.330324499789306,6.0379275728611805,39.80388789901166,561.5825641411855,1,8,fog,0,0.0017775168726150575,1,255.587433465439,0,2.0,1
30.934776179649194,2.989261500983332,9.084814116485363,631.8544814182121,3,8,clear,0,0.0015801420853638,1,92.47213547536158,0,1.0,1
63.20198793335009,4.108163955674278,26.273292538614538,748.0272649839148,1,5,Rainy,1,0.001335064885817574,0,259.6441287547495,0,,1
