speed_kmph,fatigue_score,traphic_density,visiblity,break_events,hour,weather,overspeeding,traphic_pressure,visiblity_risk,rush_hours,harsh_break,weather_risk,accident_risk
-5.976283996918214,1.6823657910849188,0.31265631435521946,344.24004768908594,1913,9,rain,0,-1.8685229280165285,0.002896535343143544,1,1,1.5,1
-2.3002962111008287,1.8993474366102003,0.17823309891158345,303.47093280628377,1913,9,clear,0,-0.4099889221190747,0.0032843857729967243,1,1,1.0,1
3.997594245367984,4.607121713482755,0.8591821994111084,129.54851208387498,1913,5,clear,0,3.4346618160884548,0.007659987724391058,0,1,1.0,1
-0.15731112247682288,2.862798621119409,0.4035227665072294,848.2047989499589,1913,5,rain,0,-0.06347861934420516,0.0011775722431579512,0,1,1.5,1
1.5014344579375258,2.4746298123314636,0.3985437143653825,781.4948779868228,1913,8,clear,0,0.5983872657425962,0.001277963636736853,1,1,1.0,1
-1.415077638522062,6.452376445533316,0.16988667480662,813.9444783921036,1913,8,rain,0,-0.24040283460171732,0.0012270774592804327,1,1,1.5,1
-5.297987525053124,6.509717452185445,0.3830656760857787,668.9050602024275,1913,9,clear,0,-2.029477173178496,0.0014927488377201189,1,1,1.0,1
-1.1931485743591144,8.245170697999292,0.8716168463288502,204.37683518912553,1913,7,fog,0,-1.0399683975846548,0.004869098304485651,0,1,2.0,1
-5.112279503746757,4.177085669729759,0.3631287104896359,415.5268197501194,1913,8,clear,0,-1.8564154638581558,0.0024008057886882646,1,1,1.0,1
-5.431445868017757,0.7308509102615024,0.9516035624997881,646.8058907529637,1913,9,clear,0,-5.168583237530451,0.0015436722855941781,1,1,1.0,1
6.028183044347047,2.736663849214577,0.9463088992083875,682.4613960165931,1913,8,clear,0,5.70452326092272,0.0014631404287473787,1,1,1.0,1
-2.1004300246710823,9.80005463196817,0.14489865930734602,563.2756300618092,1913,6,clear,0,-0.30434949454373555,0.0017721835690307282,0,1,1.0,1
-3.707423627300168,5.962585752327021,0.17731125352264487,788.0408691925345,1913,5,clear,0,-0.6573679306960638,0.0012673614752342938,0,1,1.0,1
8.089798421904527,7.097370848010202,0.8626740703318891,650.356920177671,1913,9,clear,0,6.978859332788872,0.001535256583636556,1,1,1.0,1
4.074925177021208,0.07357829625414536,0.3927609189247192,567.1770582232879,1913,8,rain,0,1.6004713570763236,0.0017600147445710665,1,1,1.5,1
-1.8575461275091907,5.182057321825209,0.004373982283009337,463.3594479844477,1913,5,clear,0,-0.008124873851597802,0.002153504153604498,0,1,1.0,1
2.1381816277618415,0.3752865753180312,0.273871819705371,816.2560771988515,1913,7,rain,0,0.5855876932557278,0.0012236066857128846,0,1,1.5,1
-1.1789415913035137,5.69230212091448,0.59762899319556,516.070520049525,1913,8,rain,0,-0.7045696762470902,0.0019339721783098753,1,1,1.5,1
-3.4633983963979986,9.207708496360754,0.799265965959968,368.21385434448314,1913,9,rain,0,-2.768176464801251,0.002708457410883022,1,1,1.5,1
2.373456122425022,9.684191305004079,0.13338861709325955,485.65103267794797,1913,6,clear,0,0.31659202990180385,0.002054860532191189,0,1,1.0,1
-1.6215094266010146,5.405526753889242,0.11054136441673534,462.32741243765577,1913,5,clear,0,-0.17924386443107432,0.0021583009620320223,0,1,1.0,1
0.3774900449970163,4.582048052522159,0.9220926535723316,862.8544349095941,1913,5,clear,0,0.34808079728843766,0.0011576024380828165,0,1,1.0,1
5.106816174498357,9.45017094248494,0.7511483678225827,566.7055270387392,1913,6,fog,0,3.8359766342444064,0.0017614765972355274,0,1,2.0,1
4.556065518976883,6.736098319966951,0.5897796007780784,532.9751309136324,1913,9,fog,0,2.687074502900955,0.0018727463923066947,1,1,2.0,1
-2.7504664592803825,0.6489927953840946,0.769186789995928,320.3111954121975,1913,7,clear,0,-2.1156224668053434,0.0031122476100377996,0,1,1.0,1
2.43015801143543,4.657255776674976,0.42885436130663845,797.5253382654444,1913,6,clear,0,1.0421838618683519,0.001252308414122711,0,1,1.0,1
-5.63928123072878,2.402450184643039,0.7584557473091266,456.2561842879336,1913,7,clear,0,-4.277145260138727,0.0021869578463050406,0,1,1.0,1
2.2520708065785247,4.698043214486816,0.37180299127453575,546.8168459948474,1913,9,clear,0,0.837326662447952,0.0018254276174803972,1,1,1.0,1
0.7424765290055281,4.554655720063617,0.24409457249260236,874.8386575041961,1913,8,clear,0,0.18123449093339564,0.0011417628023517666,1,1,1.0,1
1.8948968118171536,5.821448028147421,0.7290134212929686,612.0180832640671,1913,8,rain,0,1.3814052077799617,0.0016312732483769723,1,1,1.5,1
-1.4872237732211633,3.5677049034925123,0.4196722921572683,232.24100225939077,1913,9,clear,0,-0.624146609858507,0.00428741083391455,1,1,1.0,1
10.42035636826245,1.6427044945592806,0.9813771043261948,184.11877529685057,1913,7,rain,0,10.226299158732427,0.005401937207052239,0,1,1.5,1
-4.506498538101571,5.037194345899563,0.349485182308101,573.6794434513563,1913,6,fog,0,-1.5749544631596182,0.0017401005228137153,0,1,2.0,1
4.857758554842308,8.30202884345762,0.9217274205310659,390.66154053871867,1913,9,rain,0,4.4775292623175185,0.0025532249059341647,1,1,1.5,1
-5.158491598841658,6.640122280676023,0.9329625485670795,757.4031445732609,1913,9,clear,0,-4.812679468817182,0.0013185599336652026,1,1,1.0,1
2.521720873146606,3.3836786592521584,0.24185294706474614,671.290137870325,1913,8,clear,0,0.6098856248451915,0.001487453026111303,1,1,1.0,1
2.878949886258914,9.355230227588573,0.7982211815880134,684.7757446696037,1913,6,clear,0,2.298038779942267,0.0014582026380676161,0,1,1.0,1
0.27487935781142625,9.12207571249182,0.43307450514456514,432.22152792561053,1913,8,fog,0,0.11904324185863928,0.0023082878747699544,1,1,2.0,1
-2.476622052718521,2.0934839938409877,0.9175247272303481,949.2303010950267,1913,7,clear,0,-2.2723619733732257,0.0010523764595252536,0,1,1.0,1
0.7056744537264938,0.39417585120362975,0.4501242726352388,1166.8909408910208,1913,7,clear,0,0.3176412002009075,0.0008562443332568951,0,1,1.0,1
1.3350516671508723,7.413087083507622,0.7443037173373661,436.73042111256274,1913,5,clear,0,0.9936839186978422,0.00228451108666,0,1,1.0,1
103.52869871780777,8.276102613491533,0.46696740916379786,609.744872837513,1913,9,clear,1,48.3445282143541,0.0016373448955109727,1,1,1.0,1
-4.36170142650148,9.678645659513553,0.22780075571285618,611.119134755307,1913,6,rain,0,-0.9935988811508801,0.001633668910545898,0,1,1.5,1
-2.779567481570009,8.898363940883108,0.1993501289446863,539.4178055547459,1913,6,clear,0,-0.5541071358614382,0.0018504201558893624,0,1,1.0,1
1.4236777853466815,6.005347682064148,0.42543119425634557,459.202159163699,1913,8,clear,0,0.605676940456268,0.002172958079591037,1,1,1.0,1
-1.280268951976259,5.300523392123808,0.7554946570142149,406.18848398069696,1913,8,clear,0,-0.9672363527592521,0.002455865132097905,1,1,1.0,1
-0.5002051886530008,0.2784105126258629,0.6050714851807668,284.3459217899084,1913,6,clear,0,-0.30265989639339685,0.0035045182833777096,0,1,1.0,1
5.3517591768188035,2.4665644684477783,0.6886292899005433,706.9778418327056,1913,8,rain,0,3.685378121651449,0.0014124735844999777,1,1,1.5,1
-14.101332517146174,4.596147517329264,0.28232635073194245,504.9944646819611,1913,5,clear,0,-3.981177750023556,0.001976306204512617,0,1,1.0,1
-2.9897467250890566,6.2850390008356785,0.4814353459576055,115.5100890541254,1913,9,clear,0,-1.4393697489188682,0.008582947692499355,1,1,1.0,1
-8.711846131256246,5.572518333184107,0.044395264969327,742.3149235017439,1913,5,rain,0,-0.3867647173691274,0.0013453247989277776,0,1,1.5,1
-5.979082184520353,7.426359896816905,0.8175324159581207,585.2035948677702,1913,7,rain,0,-4.8880935035230815,0.0017058919610098428,0,1,1.5,1
12.02312246036235,2.7976693088704083,0.9898921622398746,931.6140121292332,1913,6,clear,0,11.901594689162888,0.0010722549597093434,0,1,1.0,1
2.990840669763781,5.649526076524732,0.4068790626246709,630.1544567235495,1913,5,clear,0,1.21691044817323,0.0015843982235207565,0,1,1.0,1
4.75782462529052,0.8814224339079213,0.01096365313154335,256.9783747193296,1913,5,clear,0,0.052163138852400474,0.003876293899005918,0,1,1.0,1
-0.4026482489321569,4.13665523583207,0.16979263955094737,175.50328136078085,1913,8,clear,0,-0.06836670899675784,0.005665617048534944,1,1,1.0,1
3.793569124159549,7.50160832954601,0.6525268777504188,437.6671458671535,1913,8,clear,0,2.4754058161182217,0.0022796327680825253,1,1,1.0,1
-8.832822537601245,6.93400853429044,0.6120793182038592,488.0601440922179,1913,8,clear,0,-5.406387996630651,0.0020447382844009437,1,1,1.0,1
5.191492058848004,9.90642737172179,0.7878647195855439,888.2809461922579,1913,7,fog,0,4.090193435174861,0.0011245040212340333,0,1,2.0,1
-4.099220592799499,2.7789112598775603,0.25388401096106816,617.9005672172841,1913,5,clear,0,-1.0407265659141445,0.0016157684335243454,0,1,1.0,1
-2.6565790966295655,4.981892991739791,0.763631915547134,837.3461765629078,1913,9,rain,0,-2.02864858436171,0.0011928246683247825,1,1,1.5,1
2.5257553522732614,3.295304137739967,0.6879840215236698,291.5723699268807,1913,8,rain,0,1.7376793246418916,0.0034179577526405472,1,1,1.5,1
1.5822337929110755,4.406031140591748,0.3228144977138433,708.0538865448723,1913,7,fog,0,0.510768007124458,0.001410330045397354,0,1,2.0,1
